id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,log_sqft_above,log_sqft_living,log_sqft_lot,log_sqft_living15,log_sqft_lot15
6300500875,2014-05-14,385000.0,4,2,1,0,0,4,7,760,1947,0,98133,47.7025,-122.34100000000001,6.756932389247553,7.3901814282264295,8.513185170018698,7.24422751560335,8.513185170018698
2524049179,2014-08-26,2000000.0,3,3,1,0,4,3,9,720,1968,0,98040,47.5316,-122.23299999999999,7.753623546559746,8.022896869601457,10.711457836917562,8.32117830749028,9.920147993429236
7137970340,2014-07-03,285000.0,5,3,2,0,0,3,8,0,1995,0,98092,47.3266,-122.169,7.727535110475448,7.727535110475448,8.748304912379623,7.7142311448490855,8.854379458771108
8091400200,2014-05-16,252700.0,2,2,1,0,0,3,7,0,1985,0,98030,47.3533,-122.166,6.975413927455952,6.975413927455952,9.173987542510384,7.106606137727303,9.034318927730707
3814700200,2014-11-20,329000.0,3,3,2,0,0,4,8,0,1985,0,98030,47.3739,-122.17200000000001,7.803843303538772,7.803843303538772,8.779557455883728,7.696212639346407,8.834191318202071
1202000200,2014-11-03,233000.0,3,2,2,0,0,5,6,0,1941,0,98002,47.3048,-122.21799999999999,7.444248649496705,7.444248649496705,8.454679286026995,6.937314081223682,8.45638105201948
1794500383,2014-06-26,937000.0,3,2,2,0,0,3,8,700,1915,0,98119,47.6386,-122.36,7.4673710669175595,7.803843303538772,7.897668150726906,7.473069088032197,8.181160858023409
3303700376,2014-12-01,667000.0,3,1,2,0,0,5,8,0,1909,0,98112,47.6221,-122.314,7.24422751560335,7.24422751560335,7.365812837209472,7.528331766707247,8.258681496264236
5101402488,2014-06-24,438000.0,3,2,1,0,0,3,7,730,1948,1999,98115,47.695,-122.304,6.672032945461067,7.326465613840322,8.760923376338836,7.326465613840322,8.737933858114136
1873100390,2015-03-02,719000.0,4,3,2,0,0,3,8,0,2005,0,98052,47.7073,-122.11,7.851661177889265,7.851661177889265,8.878079256126435,7.874739125171811,8.703838719690246
8562750320,2014-11-10,580500.0,3,3,2,0,0,3,8,0,2003,0,98027,47.5391,-122.07,7.749322464660356,7.749322464660356,8.289037098278483,7.855544677915663,8.289037098278483
2426039314,2014-12-01,280000.0,2,2,3,0,0,3,7,0,2005,0,98133,47.7274,-122.35700000000001,7.081708586105575,7.081708586105575,7.142827401161621,7.237059026124737,7.470793774195062
461000390,2014-06-24,687500.0,4,2,2,0,0,4,7,820,1929,0,98117,47.6823,-122.368,7.31986492980897,7.753623546559746,8.517193191416238,7.286191714702382,8.517193191416238
7589200193,2014-11-10,535000.0,3,1,2,0,0,4,8,0,1929,0,98117,47.6889,-122.375,6.993932975223189,6.993932975223189,8.006367567650246,7.358830898342354,8.533066540572527
7955080270,2014-12-03,322500.0,4,3,1,0,0,3,7,780,1981,0,98058,47.4276,-122.15700000000001,7.154615356913663,7.630461261783627,8.803724602110622,7.61085279039525,9.073374516903025
9547205180,2014-06-13,696000.0,3,3,2,0,0,3,8,790,1930,2002,98115,47.6827,-122.31,7.31986492980897,7.7406644019172415,8.026170194946426,7.371489295214277,8.090708716083997
9435300030,2014-05-28,550000.0,4,1,1,0,0,1,5,730,1933,0,98052,47.6621,-122.132,6.835184586147301,7.414572881350589,10.458751025732687,7.67786350067821,9.347228624038305
2768000400,2014-12-30,640000.0,4,2,2,0,0,4,8,0,1904,0,98107,47.6702,-122.36200000000001,7.7664168980196555,7.7664168980196555,8.699514748210191,7.455876687491824,8.45531778769815
7895500070,2015-02-13,240000.0,4,1,1,0,0,2,7,330,1969,0,98001,47.3341,-122.28200000000001,6.7912214627261855,7.106606137727303,8.996528148090857,7.162397497355718,8.961879012677683
2078500320,2014-06-20,605000.0,4,3,2,0,0,3,8,0,1996,0,98056,47.5301,-122.18,7.8709295967551425,7.8709295967551425,8.929700114313448,7.8709295967551425,9.382948236582498
5547700270,2014-07-15,625000.0,4,3,2,0,0,3,9,0,2000,0,98074,47.6145,-122.027,7.851661177889265,7.851661177889265,8.616133139271142,7.8119734296220225,8.642768014324304
7766200013,2014-08-11,775000.0,4,3,1,0,0,3,8,1620,1984,0,98166,47.445,-122.34700000000001,7.8632667240095735,8.347590407030058,10.09352923234522,7.787382026484701,10.329310689232171
7203220400,2014-07-07,861990.0,5,3,2,0,0,3,9,0,2014,0,98053,47.6848,-122.016,8.187299270155147,8.187299270155147,8.637462023807181,8.195609567288775,8.637462023807181
9270200160,2014-10-28,685000.0,3,1,2,0,0,3,7,0,1922,0,98119,47.6413,-122.36399999999999,7.358830898342354,7.358830898342354,7.731930721948486,7.365180126021013,7.878534196140362
1432701230,2014-07-29,309000.0,3,1,1,0,0,4,6,360,1959,0,98058,47.4485,-122.175,6.824373670043086,7.154615356913663,9.175334762777368,7.200424892944957,9.083415678402515
8035350320,2014-07-18,488000.0,3,3,2,0,0,3,8,0,2003,0,98019,47.7443,-121.977,8.058327306580958,8.058327306580958,9.51804563563343,8.022896869601457,9.13043098874788
8945200830,2015-03-25,210490.0,3,1,1,0,0,3,6,0,1966,0,98023,47.3066,-122.37100000000001,6.897704943128636,6.897704943128636,9.051110146405625,7.113142108707088,9.08704215563169
4178300310,2014-07-16,785000.0,4,3,2,0,0,4,9,0,1981,0,98007,47.6194,-122.15100000000001,7.736307096548285,7.736307096548285,9.504203303503045,7.893572073504902,9.52405562147478
9215400105,2015-04-28,450000.0,3,2,1,0,0,4,7,0,1953,0,98115,47.6796,-122.301,7.1308988302963465,7.1308988302963465,8.693328989123106,6.877296071497429,8.536995818712418
822039084,2015-03-11,1350000.0,3,3,1,1,2,5,9,588,1953,0,98070,47.4041,-122.45100000000001,7.68017564043659,7.920446505142607,11.08221946899627,7.893572073504902,11.191521135113415
5245600105,2014-09-16,228000.0,3,1,1,0,0,3,7,0,1955,0,98148,47.4258,-122.322,7.081708586105575,7.081708586105575,9.126850061477157,7.081708586105575,9.144627828610801
7231300125,2015-02-17,345000.0,5,3,1,0,0,4,8,1510,1966,0,98056,47.4934,-122.189,7.402451520818244,8.055157731819678,9.119758993744945,7.595889917718538,9.11964950669168
7518505990,2014-12-31,600000.0,3,2,1,0,0,4,7,410,1950,0,98117,47.6808,-122.384,6.907755278982137,7.251344983372214,8.313852267398207,7.251344983372214,8.313852267398207
3626039271,2015-02-05,585000.0,2,2,1,0,0,3,7,990,1981,0,98117,47.6989,-122.369,6.897704943128636,7.590852123688581,9.053686561930807,7.299797366758161,8.815518423966498
4217401195,2015-03-03,920000.0,5,3,2,0,0,3,8,600,1927,0,98105,47.6571,-122.281,7.6638772587034705,7.912056888179006,8.699514748210191,7.912056888179006,8.699514748210191
9822700295,2014-05-12,885000.0,4,3,2,0,0,3,9,0,1995,0,98105,47.6597,-122.29,7.948031990637284,7.948031990637284,8.517193191416238,7.575584651557793,8.517193191416238
9478500640,2014-08-19,292500.0,4,3,2,0,0,3,7,0,2008,0,98042,47.3663,-122.11399999999999,7.718685495198466,7.718685495198466,8.410720946905721,7.718685495198466,8.411832675758411
2799800710,2015-04-07,301000.0,3,3,2,0,0,3,8,0,2003,0,98042,47.3663,-122.12200000000001,7.791522819150732,7.791522819150732,8.465899897028686,7.897296472595885,8.465899897028686
7922800400,2014-08-27,951000.0,5,4,2,0,4,4,8,0,1968,0,98008,47.588,-122.116,8.086410275323782,8.086410275323782,9.57094757444252,7.992944547318106,9.309642573050045
8079040320,2015-02-23,430000.0,4,3,2,0,0,3,8,0,1991,0,98059,47.5059,-122.149,7.52294091807237,7.52294091807237,9.207937487359873,7.727535110475448,9.052750451401412
1516000055,2014-12-10,650000.0,3,3,1,0,3,4,8,560,1959,0,98166,47.4336,-122.339,7.371489295214277,7.673223121121708,9.963406042747371,7.851661177889265,9.846917201047734
9558200045,2014-08-28,289000.0,3,2,1,0,0,3,7,0,1954,0,98148,47.4366,-122.335,7.138866999945524,7.138866999945524,9.035986984831405,7.162397497355718,9.07680897935166
5072410070,2014-10-21,505000.0,3,2,2,0,0,5,8,0,1973,0,98166,47.4428,-122.344,7.831617276352611,7.831617276352611,9.069928218259438,7.824046010856292,9.159047077588632
9528102996,2014-12-07,549000.0,3,2,3,0,0,3,8,0,2014,0,98115,47.6765,-122.32,7.3395376954076745,7.3395376954076745,6.950814768442584,7.365180126021013,8.035926369891792
1189001180,2014-06-03,425000.0,3,3,1,0,0,3,7,550,1979,0,98122,47.6113,-122.29700000000001,7.01211529430638,7.414572881350589,8.699514748210191,7.272398392570047,8.313852267398207
3253500160,2014-11-20,317625.0,3,3,2,0,0,5,7,1000,1925,0,98144,47.5747,-122.304,7.478734825567875,7.926602599181384,8.245121966478605,7.272398392570047,8.294049640102028
3394100030,2014-09-09,975000.0,4,3,2,0,0,3,10,0,1989,0,98004,47.5815,-122.19200000000001,7.908387159290043,7.908387159290043,9.310095205113175,7.919356190660617,9.310095205113175
3717000160,2014-10-09,287000.0,4,3,2,0,0,3,7,0,2005,0,98001,47.3378,-122.257,7.7142311448490855,7.7142311448490855,8.444192298531748,7.7057128238944275,8.424419791263883
1274500060,2014-08-25,204000.0,3,1,1,0,0,4,7,0,1968,0,98042,47.3621,-122.11,6.907755278982137,6.907755278982137,9.398478314091577,6.917705609835305,9.444226019822295
1802000060,2014-06-12,1330000.0,5,3,1,0,0,3,8,1600,1965,0,98004,47.6303,-122.215,7.3777589082278725,8.070906088787819,9.911356510914823,8.128585200374497,9.911356510914823
1525059190,2014-09-12,1040000.0,5,4,1,0,0,4,11,1700,1973,0,98005,47.6525,-122.16,8.029432840581244,8.470101583882387,10.821656519422055,8.169053149927343,10.569186452136844
1049000060,2015-01-05,325000.0,3,2,1,0,0,4,7,0,1972,0,98034,47.7362,-122.179,7.138866999945524,7.138866999945524,8.632662441222351,7.402451520818244,8.464846711044029
8820901275,2014-06-10,571000.0,4,2,2,0,0,5,7,500,1916,0,98125,47.7168,-122.287,7.718685495198466,7.919356190660617,8.962776046120291,7.31986492980897,8.962776046120291
5416510140,2014-07-10,360000.0,4,3,2,0,0,3,8,0,2005,0,98038,47.3608,-122.036,7.77485576666552,7.77485576666552,8.517193191416238,7.791522819150732,8.517193191416238
3444100400,2015-03-16,349000.0,3,2,1,0,0,5,7,700,1965,0,98042,47.3511,-122.073,6.993932975223189,7.489970898834801,10.830302707866496,7.570443252057374,10.830302707866496
4036801170,2014-10-13,380000.0,4,2,1,0,0,3,7,880,1956,0,98008,47.6034,-122.125,6.779921907472252,7.473069088032197,8.895629627136483,7.426549072397305,8.922658299524402
2391600320,2015-04-20,480000.0,3,1,1,0,0,3,7,0,1941,1983,98116,47.5636,-122.39399999999999,6.946975992135418,6.946975992135418,8.52912176228151,6.7912214627261855,8.52912176228151
6300000287,2014-06-09,410000.0,3,1,1,0,0,4,7,500,1956,0,98133,47.7073,-122.34,6.813444599510896,7.251344983372214,8.52912176228151,7.029972911706386,8.646992628951082
1531000030,2015-03-23,720000.0,4,3,2,0,0,3,10,0,2002,0,98010,47.342,-122.025,8.146129510025405,8.146129510025405,10.588678163379617,8.116715624819111,10.590365120082478
5104520400,2014-12-02,390000.0,3,3,2,0,0,3,8,0,2003,0,98038,47.3512,-122.008,7.762170607138205,7.762170607138205,8.536995818712418,7.762170607138205,8.587278798982926
7437100340,2014-12-22,360000.0,4,3,2,0,0,3,7,0,1992,0,98038,47.349,-122.031,7.549609165154532,7.549609165154532,8.68084148294457,7.533693709848633,8.764834214330834
9418400240,2014-10-28,355000.0,2,1,1,0,0,3,7,1010,1948,0,98118,47.5474,-122.291,6.917705609835305,7.61085279039525,8.812843433517195,7.450079569807499,8.812843433517195
1523059105,2015-01-28,356000.0,3,2,1,0,0,3,8,0,1964,0,98059,47.4811,-122.149,7.426549072397305,7.426549072397305,9.072456664612796,7.52294091807237,9.082166033252674
1133000671,2014-06-02,315000.0,3,1,1,0,0,3,6,0,1952,0,98125,47.7264,-122.31,6.866933284461882,6.866933284461882,8.799963219506997,7.358830898342354,8.882252884889363
4232902595,2014-11-14,940000.0,3,2,2,0,0,3,9,240,1925,0,98119,47.6337,-122.365,7.549609165154532,7.668561108015897,8.1886891244442,7.61085279039525,8.476371196895983
2599001200,2014-11-03,305000.0,5,3,2,0,0,5,7,0,1961,0,98092,47.2909,-122.189,7.886081401775745,7.886081401775745,9.035986984831405,7.371489295214277,9.007612005404566
3342103156,2014-06-18,461000.0,3,4,2,0,0,3,9,790,2006,0,98056,47.5228,-122.199,7.590852123688581,7.926602599181384,8.744806737401898,7.549609165154532,8.90231952852887
1332700270,2014-05-19,215000.0,2,3,2,0,0,4,7,0,1979,0,98056,47.518,-122.194,7.383989457978509,7.383989457978509,7.620705086838262,7.575584651557793,7.613324979540639
3869900162,2014-09-04,335000.0,2,2,2,0,0,3,7,265,2006,0,98136,47.5394,-122.387,6.639875833826536,6.937314081223682,6.97166860472579,6.937314081223682,7.00850518208228
2791500270,2014-05-22,243500.0,4,3,2,0,0,3,7,0,1988,0,98023,47.2897,-122.37200000000001,7.590852123688581,7.590852123688581,8.909640602443098,7.590852123688581,8.92399074475818
5036300431,2015-03-11,1100000.0,5,3,2,0,0,4,10,0,2001,0,98199,47.6506,-122.391,8.166216268592143,8.166216268592143,8.756682421266532,7.832014180505469,8.740336742730447
4168000060,2015-02-26,153000.0,3,1,1,0,0,3,7,0,1962,0,98023,47.321999999999996,-122.351,7.090076835776092,7.090076835776092,9.259130536145614,7.2078598714324755,9.259130536145614
6021501535,2014-07-25,430000.0,3,2,1,0,0,3,8,290,1939,0,98117,47.687,-122.38600000000001,7.162397497355718,7.365180126021013,8.517193191416238,7.358830898342354,8.411832675758411
6021501535,2014-12-23,700000.0,3,2,1,0,0,3,8,290,1939,0,98117,47.687,-122.38600000000001,7.162397497355718,7.365180126021013,8.517193191416238,7.358830898342354,8.411832675758411
1483300570,2014-09-08,905000.0,4,3,1,0,0,3,7,910,1946,1991,98040,47.5873,-122.249,7.779048644925556,8.101677747454572,9.235032984566555,7.575584651557793,8.706986763048892
3422049190,2015-03-30,247500.0,3,2,1,0,0,3,7,0,1967,0,98032,47.3576,-122.277,7.580699752224563,7.580699752224563,9.660205067381032,7.4673710669175595,9.656051308652874
1099611230,2014-09-12,199000.0,4,2,1,0,0,4,7,0,1975,0,98023,47.3036,-122.37799999999999,7.05617528410041,7.05617528410041,8.764053269347762,7.05617528410041,8.764053269347762
722079104,2014-07-11,314000.0,3,2,1,0,0,5,7,600,1980,0,98038,47.4109,-121.958,7.098375638590786,7.501082124259871,10.640651618512848,7.408530566894626,11.813296688537998
1952200240,2014-06-11,850830.0,3,3,2,0,0,5,9,800,1910,0,98102,47.6415,-122.315,7.146772179452637,7.635303886259415,9.491073355339758,7.696212639346407,8.411832675758411
5200100125,2014-10-27,555000.0,3,2,2,0,0,4,7,540,1929,0,98117,47.6775,-122.37200000000001,7.272398392570047,7.590852123688581,8.154212694914229,7.383989457978509,8.154212694914229
7214720075,2014-12-12,699950.0,3,3,2,0,0,4,8,0,1983,0,98077,47.7731,-122.08,7.691656822810547,7.691656822810547,11.586110868831522,7.851661177889265,10.774299631131253
2450000295,2014-10-07,1090000.0,3,3,2,0,0,3,8,0,1950,2010,98004,47.5814,-122.196,7.979338895262328,7.979338895262328,9.001222992395064,7.7706452341291765,9.001222992395064
6197800045,2014-09-24,290000.0,3,1,1,0,0,3,7,0,1954,0,98058,47.4375,-122.184,7.098375638590786,7.098375638590786,10.431730608339187,7.402451520818244,9.609787407758784
1328310370,2015-04-02,375000.0,3,3,1,0,0,4,8,880,1978,0,98058,47.4431,-122.133,7.286191714702382,7.757906208351747,9.210840247017833,7.718685495198466,9.00724451596575
546000875,2014-05-23,460000.0,3,1,2,0,0,4,7,500,1939,0,98117,47.6878,-122.38,7.064759027791802,7.4205789054108005,8.29529885950246,7.122866658599083,8.29529885950246
3530510041,2014-07-23,188500.0,2,2,1,0,0,4,8,0,1985,0,98198,47.3813,-122.322,7.122866658599083,7.122866658599083,7.821242083523558,7.146772179452637,8.510369966068112
1853000400,2015-03-05,680000.0,4,3,2,0,0,4,10,0,1991,0,98077,47.7304,-122.08200000000001,8.0519780789023,8.0519780789023,10.241280345410422,8.003028666384733,10.463131911491967
3134100116,2014-08-27,470000.0,5,2,2,0,0,4,7,0,1942,0,98052,47.6417,-122.109,7.615791072035833,7.615791072035833,9.420763358881013,7.824046010856292,9.151969458649853
9545230140,2014-07-25,597750.0,4,3,2,0,0,3,8,0,1984,0,98027,47.5386,-122.053,7.745002803515839,7.745002803515839,9.172015257654515,7.570443252057374,9.173261363734762
3362400511,2015-03-04,570000.0,3,2,1,0,0,5,6,560,1905,0,98103,47.6823,-122.34899999999999,6.551080335043404,7.138866999945524,8.1101268019411,7.22983877815125,8.170751423757535
2525310310,2014-09-16,272500.0,3,2,1,0,0,4,7,0,1980,0,98038,47.3624,-122.031,7.05617528410041,7.3395376954076745,9.441452092939569,7.3395376954076745,9.363576347875041
6126500060,2014-11-24,329950.0,3,2,1,0,2,3,7,1000,1971,0,98108,47.5474,-122.295,6.984716320118266,7.640123172695364,8.69433468816865,7.644919344958857,8.612503371220562
8961960160,2014-10-28,480000.0,4,3,2,0,3,3,9,710,2001,0,98001,47.3183,-122.25299999999999,7.832014180505469,8.080237416216702,9.690974793577944,7.878534196140362,9.04981944514108
3626039325,2014-11-21,740500.0,3,4,2,0,0,3,8,0,1900,0,98117,47.6981,-122.368,7.930206206684683,8.384804003370492,8.756210091886738,7.512071245835466,8.756210091886738
3362400431,2014-06-26,518500.0,3,4,3,0,0,3,8,0,2010,0,98103,47.6824,-122.34700000000001,7.371489295214277,7.371489295214277,7.004881989712859,7.3901814282264295,8.060224240440958
4060000240,2014-06-23,205425.0,2,1,1,0,0,4,6,0,1945,0,98178,47.5009,-122.24799999999999,6.779921907472252,6.779921907472252,8.821732380934442,7.081708586105575,8.821732380934442
3454800060,2015-01-08,171800.0,4,2,1,0,0,3,6,0,1950,0,98168,47.4965,-122.303,7.358830898342354,7.358830898342354,9.169518377455928,7.539027055823995,9.104979856318357
1695900060,2015-05-11,535000.0,4,1,2,0,0,4,7,0,1925,0,98144,47.586999999999996,-122.294,7.383989457978509,7.383989457978509,8.000349495324684,7.383989457978509,8.303999970955196
7278700070,2015-01-02,660000.0,3,3,1,0,2,3,8,840,1964,0,98177,47.7728,-122.38600000000001,7.352441100243583,7.783224016336037,8.775549434486189,7.757906208351747,9.292473201514705
6675500070,2014-11-19,391500.0,3,2,1,0,0,3,7,0,1987,0,98034,47.7288,-122.226,7.27931883541462,7.27931883541462,9.119540007649686,7.365180126021013,9.116469156366112
3626039187,2015-04-06,395000.0,2,1,1,0,0,3,6,0,1953,0,98117,47.6999,-122.36399999999999,6.646390514847729,6.646390514847729,8.699514748210191,7.444248649496705,8.699514748210191
3524049083,2014-11-04,445000.0,4,2,2,0,0,5,7,380,1924,0,98118,47.5299,-122.266,7.450079569807499,7.649692623711514,8.389359819906353,7.52294091807237,8.389359819906353
3275860240,2014-06-18,770000.0,3,3,2,0,0,3,9,0,1990,0,98052,47.6897,-122.098,7.975908360165538,7.975908360165538,9.230535079261703,7.90100705199242,9.546241016698438
4389200955,2015-03-02,1450000.0,4,3,2,0,0,3,8,770,1914,1992,98004,47.6141,-122.212,7.590852123688581,7.919356190660617,9.78633556772527,8.026170194946426,9.330343164370879
4058801670,2014-07-17,445000.0,3,3,1,0,2,3,8,480,1967,0,98178,47.5091,-122.244,7.3901814282264295,7.649692623711514,9.012011377036412,7.886081401775745,9.072456664612796
8732020310,2014-07-17,260000.0,4,3,1,0,0,3,8,800,1978,2011,98023,47.3129,-122.39,7.215239978730097,7.67786350067821,9.08375621986673,7.644919344958857,9.035986984831405
2331300505,2014-06-13,822500.0,5,4,2,0,0,5,7,600,1926,0,98103,47.6763,-122.352,7.450079569807499,7.749322464660356,8.509161019718974,7.438383530044307,8.509161019718974
7853210060,2015-04-06,430000.0,4,3,2,0,0,3,7,0,2004,0,98065,47.5319,-121.85,7.635303886259415,7.635303886259415,8.368693183097793,7.585788821732034,8.228977643358313
3668000070,2015-01-05,212000.0,3,2,1,0,0,4,7,0,1986,0,98092,47.2761,-122.152,6.966024187106113,6.966024187106113,8.971448463693834,7.258412150595307,8.946374826141717
9545240070,2015-04-28,660500.0,4,3,1,0,0,3,8,570,1986,0,98027,47.5343,-122.054,7.272398392570047,7.605890001053122,9.169830828637973,7.630461261783627,9.189423123720795
1243100136,2014-06-12,784000.0,3,4,2,0,0,3,9,1490,1989,0,98052,47.696999999999996,-122.072,7.807916628926408,8.281470857895167,11.617987936217231,7.8160138391590275,11.390757830996021
8929000270,2014-05-12,453246.0,3,3,2,0,0,3,8,620,2014,0,98029,47.5517,-121.99799999999999,7.237059026124737,7.605890001053122,7.734996194022781,7.432483807917119,7.415776975415394
2767602356,2015-01-26,675000.0,4,4,3,0,0,3,9,0,2005,0,98107,47.6734,-122.38,7.668561108015897,7.668561108015897,7.731053144007127,7.3395376954076745,7.734121303328305
921049315,2014-08-13,199000.0,3,2,1,0,0,4,7,0,1956,0,98003,47.3257,-122.296,7.1853870155804165,7.1853870155804165,9.763650607348328,7.346010209913293,9.866045257060257
3655000070,2014-08-05,220000.0,4,2,1,0,0,3,7,1010,1968,0,98003,47.3309,-122.29899999999999,6.917705609835305,7.61085279039525,8.966994113344454,7.4673710669175595,9.004545458996587
4027700812,2014-05-29,452000.0,4,3,1,0,0,4,8,1250,1968,0,98028,47.7689,-122.266,7.200424892944957,7.859413154693583,9.21054035197885,7.346010209913293,9.253016646256619
3992700335,2014-07-07,382500.0,2,1,1,0,0,3,6,0,1981,0,98125,47.7135,-122.287,7.081708586105575,7.081708586105575,8.39840965542627,6.966024187106113,8.65084957622891
2767603505,2014-05-07,519950.0,3,3,3,0,0,3,8,0,2014,0,98107,47.6722,-122.381,7.064759027791802,7.064759027791802,7.130098510125578,7.2078598714324755,7.177782416195197
4232901525,2014-06-27,665000.0,2,1,1,0,0,3,7,0,1925,0,98119,47.6338,-122.35799999999999,7.01211529430638,7.01211529430638,8.070906088787819,7.064759027791802,8.1886891244442
1777500060,2014-07-08,527700.0,5,3,1,0,0,4,8,1270,1968,0,98006,47.5707,-122.12799999999999,7.346010209913293,7.944492163932159,9.14580185083861,7.944492163932159,9.14580185083861
1432900240,2015-05-08,205000.0,3,1,1,0,0,4,7,600,1962,0,98058,47.4563,-122.171,6.917705609835305,7.383989457978509,9.057072635572965,7.383989457978509,9.057072635572965
6140100875,2015-04-15,420000.0,3,1,1,0,0,4,7,120,1923,0,98133,47.7144,-122.351,6.84587987526405,6.966024187106113,8.999248901686114,7.352441100243583,8.979668554241181
6071600370,2015-02-27,500000.0,4,3,1,0,0,4,8,650,1961,0,98006,47.5495,-122.17399999999999,7.22983877815125,7.615791072035833,9.04981944514108,7.709756864454165,9.085230560933338
1526069017,2014-12-03,921500.0,4,3,2,0,0,4,9,0,1994,0,98077,47.7421,-122.02600000000001,8.207946941048617,8.207946941048617,12.661514515109953,7.951559331155252,11.384989815502859
809001525,2014-06-25,890000.0,4,1,2,0,0,3,8,180,1905,0,98109,47.6354,-122.353,7.7706452341291765,7.843848638152472,8.294049640102028,7.696212639346407,8.294049640102028
3224079105,2014-08-06,430000.0,2,3,2,0,0,3,7,0,2007,0,98027,47.5262,-121.943,7.791522819150732,7.791522819150732,11.01836681366811,7.570443252057374,12.174798673225046
8075400570,2014-10-30,258000.0,5,2,1,0,0,4,8,1130,1960,0,98032,47.3887,-122.286,7.029972911706386,7.723120092266331,9.433483923290392,7.215239978730097,9.798127036878302
1994200024,2014-11-04,511000.0,3,1,1,0,0,3,7,450,1947,0,98103,47.6873,-122.336,6.887552571664617,7.265429723253953,8.14757773620177,7.27931883541462,8.433594167539924
3362900810,2014-08-20,532170.0,3,2,2,0,0,3,8,0,1990,0,98103,47.6838,-122.353,7.215239978730097,7.215239978730097,8.035926369891792,7.313220387090301,8.035926369891792
